71	What are some differences between your culture and that of your PenPal's country?	What are some differences between your culture and that of your PenPal's country?	What are some differences between your culture and that of your PenPal's country?
72	What did you learn about your PenPal's country that surprised you?	What did you learn about your PenPal's country that surprised you?	What did you learn about your PenPal's country that surprised you?
73	Comparer et contraster entre la vie quotidienne en France et les États Unis. Quelles sont les similitudes que vous avez remarquées? Quelles sont les différences?	Comparer et contraster entre la vie quotidienne en France et les États Unis. Quelles sont les similitudes que vous avez remarquées? Quelles sont les différences?	Comparer et contraster entre la vie quotidienne en France et les États Unis. Quelles sont les similitudes que vous avez remarquées? Quelles sont les différences?
74	Comparer et contrastez la géographie en France avec la géographie de votre propre région. Demandez à votre camarde à propos de la géographie et des paysages où il ou elle vit spécifiquement. \r\n	Comparer et contrastez la géographie en France avec la géographie de votre propre région. Demandez à votre camarde à propos de la géographie et des paysages où il ou elle vit spécifiquement.	Comparer et contrastez la géographie en France avec la géographie de votre propre région. Demandez à votre camarde à propos de la géographie et des paysages où il ou elle vit spécifiquement.
75	Demander à  votre camarade à propos de sa vie quotidienne. Qu'est ce qui le ou la passionne?  Qu'est ce qu'il ou elle aime et déteste? Demander à votre camarade de décrire quelque chose qui l'a surpris dans le texte ou le film.	Demander à  votre camarade à propos de sa vie quotidienne. Qu'est ce qui le ou la passionne?  Qu'est ce qu'il ou elle aime et déteste? Demander à votre camarade de décrire quelque chose qui l'a surpris dans le texte ou le film.	Demander à  votre camarade à propos de sa vie quotidienne. Qu'est ce qui le ou la passionne?  Qu'est ce qu'il ou elle aime et déteste? Demander à votre camarade de décrire quelque chose qui l'a surpris dans le texte ou le film.
87	According to the article, the mangrove trees are a very important part of the ecosystem. Use evidence from the article to explain the importance of the mangrove trees to the region.  Then, tell your PenPal about a plant that is important where you live. 	According to the article, the mangrove trees are a very important part of the ecosystem. Use evidence from the article to explain the importance of the mangrove trees to the region.  Then, tell your PenPal about a plant that is important where you live. 	According to the article, the mangrove trees are a very important part of the ecosystem. Use evidence from the article to explain the importance of the mangrove trees to the region.  Then, tell your PenPal about a plant that is important where you live. 
122	Critics of human-like robots often argue that people will soon lose jobs because their jobs will be performed by robots. What type of jobs do you think could be performed by a robot like Pepper? Do you think that robots would do as good of job as humans at performing the same jobs?	Critics of humanoid robots often argue that people will soon lose jobs because their jobs will be performed by robots. What type of jobs do you think could be performed by a robot like Pepper? Do you think that robots would do as good of job as humans at performing the same jobs?	Critics of humanoid robots often argue that people will soon lose jobs because their jobs will be performed by robots. What type of jobs do you think could be performed by a robot like Pepper? Do you think that robots would do as good of job as humans at performing the same jobs?
78	Scientists think that global warming could cause the archipelago polar bears to go extinct. According to the article, how has global warming affected the polar bears? 	Scientists think that global warming could cause the archipelago polar bears to go extinct. According to the article, how has global warming affected the polar bears? 	Scientists think that global warming could cause the archipelago polar bears to go extinct. According to the article, how has global warming affected the polar bears? 
80	People from all over the world come to Australia to visit the Great Barrier Reef. Is there a place where you live that people from all over the world come to visit because it is beautiful?  Tell your PenPal about a natural landmark where you live. 	People from all over the world come to Australia to visit the Great Barrier Reef. Is there a place where you live that people from all over the world come to visit because it is beautiful?  Tell your PenPal about a natural landmark where you live. 	People from all over the world come to Australia to visit the Great Barrier Reef. Is there a place where you live that people from all over the world come to visit because it is beautiful?  Tell your PenPal about a natural landmark where you live. 
81	According to the article, most of the gibbon's habitat was destroyed by loggers and the majority of Hainan gibbons were killed by poachers before the government stepped in to help.\r\n\r\nWhat steps, if any, do you think the government should take to protect the Hainan gibbons and their habitat?	According to the article, most of the gibbon's habitat was destroyed by loggers and the majority of Hainan gibbons were killed by poachers before the government stepped in to help.\r\n\r\nWhat steps, if any, do you think the government should take to protect the Hainan gibbons and their habitat?	According to the article, most of the gibbon's habitat was destroyed by loggers and the majority of Hainan gibbons were killed by poachers before the government stepped in to help.\r\n\r\nWhat steps, if any, do you think the government should take to protect the Hainan gibbons and their habitat?
86	Oil spills are devastating to the ecosystems in which they occur. Imagine you were a naturalist. How would you avoid having oil spills occur in ecologically important and diverse regions such as the Sundarbans region? Refer to the article in your response. 	Oil spills are devastating to the ecosystems in which they occur. Imagine you were a naturalist. How would you avoid having oil spills occur in ecologically important and diverse regions such as the Sundarbans region? Refer to the article in your response. 	Oil spills are devastating to the ecosystems in which they occur. Imagine you were a naturalist. How would you avoid having oil spills occur in ecologically important and diverse regions such as the Sundarbans region? Refer to the article in your response. 
79	Scientists are worried that the Great Barrier Reef is in danger. What steps do you think should be taken to protect the reef? Think about what you read in the article as you answer this question. 	Scientists are worried that the Great Barrier Reef is in danger. What steps do you think should be taken to protect the reef? Do you agree with the steps that, according to the article, the government has taken? 	Scientists are worried that the Great Barrier Reef is in danger. What steps do you think should be taken to protect the reef? Do you agree with the steps that, according to the article, the government has taken? 
176	¿Cuáles son algunas cosas similares y algunas cosas diferentes entre la vida en Colombia y la vida en los Estados Unidos? ¿Cuáles son unos aspectos de la vida que puedes comparar? 	¿Cuáles son algunas cosas similares y algunas cosas diferentes entre la vida en Colombia y la vida en los Estados Unidos? ¿Cuáles son unos aspectos de la vida que puedes comparar? 	¿Cuáles son algunas cosas similares y algunas cosas diferentes entre la vida en Colombia y la vida en los Estados Unidos? ¿Cuáles son unos aspectos de la vida que puedes comparar? 
88	Using human waste to provide energy for communities is an innovative idea for people living in Kenya to have easier and less expensive access to energy. \r\n\r\nWhat is one innovative idea that you have, or that you would support, to solve an environmental issue where you live? Explain what your idea is and why you think it would solve an environmental issue.	Using human waste to provide energy for communities is an innovative idea for people living in Kenya to have easier and less expensive access to energy. \r\n\r\nWhat is one innovative idea that you have, or that you would support, to solve an environmental issue where you live? Explain what your idea is and why you think it would solve an environmental issue.	Using human waste to provide energy for communities is an innovative idea for people living in Kenya to have easier and less expensive access to energy. \r\n\r\nWhat is one innovative idea that you have, or that you would support, to solve an environmental issue where you live? Explain what your idea is and why you think it would solve an environmental issue.
89	Biogas is a renewable resource - it can be created again and again in our lifetime. Do you think using biogas to create renewable energy will benefit Kenyans? Why or why not? Use evidence from the article to support your view.\r\n	Biogas is a renewable resource - it can be created again and again in our lifetime. Do you think using biogas to create renewable energy will benefit Kenyans? Why or why not? Use evidence from the article to support your view.\r\n	Biogas is a renewable resource - it can be created again and again in our lifetime. Do you think using biogas to create renewable energy will benefit Kenyans? Why or why not? Use evidence from the article to support your view.\r\n
90	Why do bees prefer the nature reserve to land in the city? Use evidence from the article in your response. 	Why do bees prefer the nature reserve to land in the city? Use evidence from the article in your response. 	Why do bees prefer the nature reserve to land in the city? Use evidence from the article in your response. 
91	Scientists in this article studied bees to learn about the health of an ecosystem. What other ways do you think scientists could learn about the health of an ecosystem? 	Scientists in this article studied bees to learn about the health of an ecosystem. What other ways do you think scientists could learn about the health of an ecosystem? 	Scientists in this article studied bees to learn about the health of an ecosystem. What other ways do you think scientists could learn about the health of an ecosystem? 
92	Many parts of the world are currently experiencing droughts. What can you, as a student, do to help save water? 	Many parts of the world are currently experiencing droughts. What can you, as a student, do to help save water?	Many parts of the world are currently experiencing droughts. What can you, as a student, do to help conserve water? 
76	Ask  your PenPal a question about the environment where he or she lives. Some possible topics you could ask your PenPal a question about are: alternative energy, protection of natural resources, plants and animals, global warming, or anything else you want to know about the environment where your PenPal lives. 	Ask  your PenPal a question about the environment where he or she lives. Some possible topics you could ask your PenPal a question about are: alternative energy, protection of natural resources, plants and animals, global warming, or anything else you want to know about the environment where your PenPal lives. 	Ask  your PenPal a question about the environment where he or she lives. Some possible topics you could ask your PenPal a question about are: alternative energy, protection of natural resources, plants and animals, global warming, or anything else you want to know about the environment where your PenPal lives. 
93	According to the article, Central America is experiencing some of the worst droughts in the world. What impact have the droughts had on life in Central America? Use evidence from the article in your response. 	According to the article, Central America is experiencing some of the worst droughts in the world. What impact have the droughts had on life in Central America? Use evidence from the article in your response. 	According to the article, Central America is experiencing some of the worst droughts in the world. What impact have the droughts had on life in Central America? Use evidence from the article in your response. 
132	According to the article, there has been at least one positive outcome to the conflict in Ukraine. What is this positive outcome? Do you think that this outcome is a typical outcome of a conflict? Use evidence from the article in your response. 	According to the article, there has been at least one positive outcome to the conflict in Ukraine. What is this positive outcome? Do you think that this outcome is a typical outcome of a conflict? Use evidence from the article in your response. 	According to the article, there has been at least one positive outcome to the conflict in Ukraine. What is this positive outcome? Do you think that this outcome is a typical outcome of a conflict? Use evidence from the article in your response. 
177	¿Como es la geografía de Colombia?  Compara la geografía de Colombia con la geografía de tu país. Preguntale a tu PenPal como es la tierra donde vive.\r\n	¿Como es la geografía de Colombia?  Compara la geografía de Colombia con la geografía de tu país. Preguntale a tu PenPal como es la tierra donde vive.\r\n	¿Como es la geografía de Colombia?  Compara la geografía de Colombia con la geografía de tu país. Preguntale a tu PenPal como es la tierra donde vive.\r\n
82	In the world today, there is a struggle between people who want to use land to help people and people who want to protect land and animals. \r\n\r\nDo you think that actions that benefit humans are more important than actions that protect land and animals? \r\n\r\nUse evidence about how humans use or protect the environment around you as you answer this question. 	In the world today, there is a struggle between people who want to use land to benefit people and people who want to protect land and animals. \r\n\r\nDo you think that actions that benefit humans are more important than actions that protect land and animals? \r\n\r\nUse evidence about how humans use or protect the environment around you as you answer this question. 	In the world today, there is a struggle between people who want to use land to benefit people and people who want to protect land and animals. \r\n\r\nDo you think that actions that benefit humans should take precedence over actions that protect land and animals? \r\n\r\nUse evidence about how humans use or protect  the environment around you as you answer this question. 
97	Child laborers in Bolivia went to lawmakers because they wanted to work. Do you think that children that young should be able to work? Use evidence from the article in your response. 	Child laborers in Bolivia went to lawmakers because they wanted to work. According to the article, why did lawmakers agree to pass a law to make the minimum working age lower? Do you think that children that young should be able to work? 	Child laborers in Bolivia went to lawmakers because they wanted to work. According to the article, why did lawmakers agree to pass a law to make the minimum working age lower? Do you think that children that young should be able to work? 
99	In the article Business Minister Matthew Hancock asked, "What is the best way to tackle poverty? Should we give people money and leave them on unemployment? Or should we do everything we can to get people jobs?"\r\n\r\nWhat do you think we should do to tackle poverty? Use evidence from your life or your community in your response. 	In the article Business Minister Matthew Hancock asked, "What is the best way to tackle poverty? Is it to give people money and leave them on unemployment, as happened in the past? Or is it to do everything you possibly can to get people into work?"\r\n\r\nWhat do you think we should do to tackle poverty? Use evidence from your life or your community in your response. 	In the article Business Minister Matthew Hancock asked, "What is the best way to tackle poverty? Is it to give people money and leave them on unemployment, as happened in the past? Or is it to do everything you possibly can to get people into work?"\r\n\r\nWhat do you think we should do to tackle poverty? Use evidence from your life or your community in your response. 
100	Do you think food banks should provide free food to people who need it or do you think they should charge a small amount for the food? Refer to the food bank in the article in  your response. 	Do you think food banks should provide free food to people who need it or do you think they should charge a small amount for the food? Refer to the food bank in the article in  your response. 	Do you think food banks should provide free food to people who need it or do you think they should charge a small amount for the food? Refer to the food bank in the article in  your response. 
102	You read in the article that Ethiopia is working to follow international laws about child labor. What steps are Ethiopian officials taking to prevent child labor in their country? What other steps do you think need to be taken to prevent child labor in Ethiopia? 	You read in the article that Ethiopia is working to abide by international laws about child labor. What steps, according to the article, are Ethiopian officials taking to prevent child labor in their country? What additional steps do you think need to be taken to prevent child labor in Ethiopia? 	You read in the article that Ethiopia is working to abide by international laws about child labor. What steps, according to the article, are Ethiopian officials taking to prevent child labor in their country? What additional steps do you think need to be taken to ensure that the number of child laborers in Ethiopia decreases? 
181	¿A que hora comes el desayuno, el almuerzo, y la cena?  Pregúntale a tu PenPal si come a la misma hora o en una hora diferente.\r\n	¿A que hora comes el desayuno, el almuerzo, y la cena?  Pregúntale a tu PenPal si come a la misma hora o en una hora diferente.\r\n	¿A que hora comes el desayuno, el almuerzo, y la cena?  Pregúntale a tu PenPal si come a la misma hora o en una hora diferente.\r\n
103	In this article, you learned about one school in rural Pakistan. How is your school similar to the school you read about? How is your school different from the school you read about? Tell your PenPal about your school. 	In this article, you learned about one school in rural Pakistan. How is your school similar to the school you read about? How is your school different from the school you read about? Tell your PenPal about your school. 	In this article, you learned about one school in rural Pakistan. How is your school similar to the school you read about? How is your school different from the school you read about? Tell your PenPal about your school. 
105	In the article, you read that the Japanese government provides welfare and other help to citizens living in poverty. \r\n\r\nAccording to the article, what help does the Japanese government provide? \r\n\r\nWhat other help do you think might be helpful if you were trying to escape poverty? 	In the article, you read that the Japanese government provides welfare and other assistance to citizens living in poverty. \r\n\r\nAccording to the article, what benefits does the Japanese government provide? \r\n\r\nWhat other benefits do you think might be helpful if you were trying to escape poverty? 	In the article, you read that the Japanese government provides welfare and other assistance to citizens living in poverty. \r\n\r\nAccording to the article, what benefits does the Japanese government provide? \r\n\r\nWhat other benefits do you think might be helpful if you were trying to escape poverty? 
106	Ririko Saito and her daughter Yumi only eat two meals a day to save money. They also use candles instead of electric lights at night. \r\n\r\nWhat other ways can you think of that might help a family save money? Have you or your family tried any of these ideas? 	Ririko Saito and her daughter Yumi only eat two meals a day to save money. They also use candles instead of electric lights at night. \r\n\r\nWhat other ways can you think of that might help a family save money? Have you or your family tried any of these methods? 	Ririko Saito and her daughter Yumi only eat two meals a day to save money. They also use candles instead of electric lights at night. \r\n\r\nWhat other ways can you think of that might help a family save money? Have you or your family tried any of these methods? 
108	Foodbank Australia wants to make sure every person in Australia has enough to eat. \r\n\r\nWhat are some ideas you have to help make sure no one goes hungry? 	Foodbank Australia wants to make sure every person in Australia has enough to eat. \r\n\r\nWhat are some ideas you have to help make sure no one goes hungry? 	Foodbank Australia wants to make sure every person in Australia has enough to eat. \r\n\r\nWhat are some ideas you have to help make sure no one goes hungry? 
110	In the article, you read that the Canadian government provides social assistance to its citizens living in poverty. \r\n\r\nAccording to the article, what help does the Canadian government provide?\r\n\r\nWhat other help do you think you might need if you were trying to escape poverty? \r\n	In the article, you read that the Canadian government provides social assistance to its citizens living in poverty. \r\n\r\nAccording to the article, what help does the Canadian government provide?\r\n\r\nWhat other help do you think you might need if you were trying to escape poverty? \r\n	In the article, you read that the Canadian government provides social assistance to its citizens living in poverty. \r\n\r\nAccording to the article, what help does the Canadian government provide?\r\n\r\nWhat other help do you think you might need if you were trying to escape poverty? \r\n
